"","Image.Name","Date","Altitude","var","dens","Rows","Plots","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"96","R-004_Plot-056","2022-04-19","50m","MARCOPOLO","35","R4",411,0.25817013,51.69576,0.20706016,30.03463,-3.6851413,16.088207,2.3301852,16.24583,0.456745311554749,0.236388384754991,48.2450331125828,-0.0028,0.0772,1029.2083,1461.322
"97","R-004_Plot-056","2022-02-02","30m","MARCOPOLO","35","R4",411,0.3333427,28.705107,0.097545564,36.650715,-0.17295589,11.342502,5.2847834,12.434769,0.00483785220627326,0.00106326422115896,78.021978021978,-0.05,0.015,175.8207,550.3516
"98","R-004_Plot-056","2022-02-14","30m","MARCOPOLO","35","R4",411,0.25314677,32.37909,0.09179312,27.808285,-0.8957858,9.078487,2.9633412,9.22366,0.0670140717539337,0.0130461697665179,80.5321935750724,-0.0399,0.0171,187.8128,506.9832
"99","R-004_Plot-056","2022-05-03","50m","MARCOPOLO","35","R4",411,0.27933064,87.8575,0.14483082,33.119976,-9.465641,15.190234,-4.994218,17.105667,0.806828493647913,0.633998790078645,21.4208725807207,0.0873,0.1173,1536.6428,1674.0283
"100","R-004_Plot-056","2022-03-22","50m","MARCOPOLO","35","R4",411,0.33960614,29.86871,0.10879487,37.451824,-0.11983555,12.24936,5.801571,13.434155,0.0315335753176044,0.00465063520871143,85.2517985611511,-0.05,0.0215,231.9612,806.7986
"101","R-004_Plot-059","2022-02-14","30m","BOLOGNA","35","R4",414,0.26397246,34.833805,0.09385127,29.117361,-1.2180156,9.559012,2.8304002,9.901229,0.0728811523500661,0.00618122349419298,91.5187626774848,-0.0365,0.0083,241.6575,539.3984
"102","R-004_Plot-059","2022-04-05","50m","BOLOGNA","35","R4",414,0.28200725,46.94005,0.21511817,32.7219,-2.8347414,17.421494,4.0383897,17.849434,0.332350272232305,0.119555353901996,64.0273037542662,-0.0215,0.0526,1023.8636,1314.5313
"103","R-004_Plot-059","2022-03-09","15m","BOLOGNA","35","R4",414,0.29793543,47.0814,0.089585006,33.19882,-2.8660793,10.615083,1.3713317,11.732187,0.306197699322161,0.139488713725317,54.4448851072012,-0.0084,0.0527,452.4321,914.9935
"104","R-004_Plot-059","2022-02-03","15m","BOLOGNA","35","R4",414,0.32506335,29.645967,0.09004736,35.735622,-0.56397116,10.7176485,4.4489713,11.764589,0.0264842904771367,0.00324199804228949,87.7587883840489,-0.0464,0.0092,178.9393,585.2031
"105","R-004_Plot-059","2022-04-19","50m","BOLOGNA","35","R4",414,0.21071394,69.94984,0.2397924,25.310638,-6.749505,16.130491,-1.4383546,15.523252,0.64367816091954,0.410049909255898,36.2958176691729,0.0558,0.1195,1386.7671,1691.3302
