"","Genotype","MeanDecreaseAccuracy","MeanDecreaseGini","date","alt","PC","mtry"
"71","PC2",0.00965225914436444,5.87292285750373,"2022-02-14","15-30m",4,2
"72","PC3",-0.012530685134439,4.97671583215123,"2022-02-14","15-30m",4,2
"73","PC4",-0.00765498085935391,5.70645691926442,"2022-02-14","15-30m",4,2
"74","Genotype",-0.0042365523331158,0.505833289617107,"2022-01-19","30m",0,4
"75","Intensity",0.0264705794781415,2.93522161543982,"2022-01-19","30m",0,4
"76","Hue",0.0219041093229097,3.08302361051536,"2022-01-19","30m",0,4
"77","Saturation",-3.98829618953458e-05,1.47127753817511,"2022-01-19","30m",0,4
"78","Lightness",0.0235595667688006,2.7458714866815,"2022-01-19","30m",0,4
"79","a.",0.00145367963306044,1.48317487892636,"2022-01-19","30m",0,4
"80","b.",8.26379502850093e-05,1.62429932568624,"2022-01-19","30m",0,4
"81","u.",0.00107184758396059,1.2895412486993,"2022-01-19","30m",0,4
"82","v.",0.00143328383261046,1.49604909978957,"2022-01-19","30m",0,4
"83","GA",0.023398690395432,3.09648795198279,"2022-01-19","30m",0,4
"84","GGA",0.0184644121813859,2.86708983694123,"2022-01-19","30m",0,4
"85","CSI",-0.00139972383052105,1.9136877215035,"2022-01-19","30m",0,4
"86","NGRDI",0.000393235828498986,1.18238995279123,"2022-01-19","30m",0,4
"87","NGRDIveg",0.00718670350031805,1.96010659622154,"2022-01-19","30m",0,4
"88","TGI",0.0281082207919361,3.0454741855078,"2022-01-19","30m",0,4
"89","TGIveg",-0.00117584407938123,1.84328118533112,"2022-01-19","30m",0,4
"90","PC1",0.00246991912370395,6.4362183780219,"2022-01-19","30m",4,2
"91","PC2",0.0832632328816695,11.4738244277336,"2022-01-19","30m",4,2
"92","PC3",0.00656040653017433,6.66243049015185,"2022-01-19","30m",4,2
"93","PC4",0.020467442495585,7.97073622790198,"2022-01-19","30m",4,2
"94","Genotype",-0.00207844947450211,0.622040825860788,"2022-01-19","15m",0,4
"95","Intensity",-0.00482736364598593,1.85024885291012,"2022-01-19","15m",0,4
"96","Hue",-0.000135195891999298,1.34687408234345,"2022-01-19","15m",0,4
"97","Saturation",-0.00193487502349731,1.74054844379983,"2022-01-19","15m",0,4
"98","Lightness",-0.00266254628756177,1.7707066606768,"2022-01-19","15m",0,4
"99","a.",0.000466936888361037,1.30445905928025,"2022-01-19","15m",0,4
"100","b.",-0.00485251940268193,1.18942002776615,"2022-01-19","15m",0,4
"101","u.",-0.00178306620366218,1.57154280269741,"2022-01-19","15m",0,4
"102","v.",-0.00127663592169784,1.49715933174254,"2022-01-19","15m",0,4
"103","GA",0.0218011499912197,2.96364152746065,"2022-01-19","15m",0,4
"104","GGA",0.045679802851947,4.21099542830496,"2022-01-19","15m",0,4
"105","CSI",0.00818856441202419,2.86386930552741,"2022-01-19","15m",0,4
"106","NGRDI",0.000590971546513342,1.4982368821131,"2022-01-19","15m",0,4
"107","NGRDIveg",0.0383513916424135,4.41508471753343,"2022-01-19","15m",0,4
"108","TGI",0.00295907086549501,1.77176582849964,"2022-01-19","15m",0,4
"109","TGIveg",0.00472078214355304,2.06658717586437,"2022-01-19","15m",0,4
"110","PC1",0.0168584800645654,8.01932569857323,"2022-01-19","15m",4,2
"111","PC2",-0.0189766443151382,5.59083877665229,"2022-01-19","15m",4,2
"112","PC3",0.0941154147408802,12.7306585503252,"2022-01-19","15m",4,2
"113","PC4",0.00435358716275125,6.34747221254446,"2022-01-19","15m",4,2
"114","Genotype",-0.00117577316302548,0.217455223217104,"2022-01-19","15-30m",0,5
"115","Intensity_30m",0.0243211219224533,2.26731484784086,"2022-01-19","15-30m",0,5
"116","Hue_30m",0.011009125297647,1.34414213751554,"2022-01-19","15-30m",0,5
"117","Saturation_30m",0.000947801117870777,0.67407165151359,"2022-01-19","15-30m",0,5
"118","Lightness_30m",0.0177020670591879,1.81940367778334,"2022-01-19","15-30m",0,5
"119","a._30m",0.00264554872544036,0.78970784100866,"2022-01-19","15-30m",0,5
"120","b._30m",0.00159760988151855,0.850398802284075,"2022-01-19","15-30m",0,5
"121","u._30m",0.00182381194227169,0.718863455641262,"2022-01-19","15-30m",0,5
"122","v._30m",0.00110016617541385,0.75283025476729,"2022-01-19","15-30m",0,5
"123","GA_30m",0.0283077014858208,2.28163472122724,"2022-01-19","15-30m",0,5
"124","GGA_30m",0.0204130527788346,1.87806611072809,"2022-01-19","15-30m",0,5
"125","CSI_30m",-0.000230071366541955,0.747009327374924,"2022-01-19","15-30m",0,5
"126","NGRDI_30m",0.000597537522676842,0.556003180887975,"2022-01-19","15-30m",0,5
"127","NGRDIveg_30m",0.00605256653734982,1.03331842188358,"2022-01-19","15-30m",0,5
"128","TGI_30m",0.0196080305874037,1.84460166902438,"2022-01-19","15-30m",0,5
"129","TGIveg_30m",0.000734083990484919,0.965331323486126,"2022-01-19","15-30m",0,5
"130","Intensity_15m",0.00514828969448164,1.02627332273318,"2022-01-19","15-30m",0,5
"131","Hue_15m",0.000699410581678384,0.519548863215384,"2022-01-19","15-30m",0,5
"132","Saturation_15m",0.000613225902064912,0.703082387682991,"2022-01-19","15-30m",0,5
"133","Lightness_15m",0.00377102861362923,0.920903581770988,"2022-01-19","15-30m",0,5
"134","a._15m",0.00107577256077256,0.522872648087631,"2022-01-19","15-30m",0,5
"135","b._15m",-0.00172912443163991,0.533302436467919,"2022-01-19","15-30m",0,5
"136","u._15m",0.000608301385576928,0.547198442733596,"2022-01-19","15-30m",0,5
"137","v._15m",0.000299151368067777,0.631741431950098,"2022-01-19","15-30m",0,5
"138","GA_15m",0.00714866561199379,1.02506873387432,"2022-01-19","15-30m",0,5
"139","GGA_15m",0.0154344480553846,1.55827607723763,"2022-01-19","15-30m",0,5
"140","CSI_15m",0.00829261126042862,1.27114680227591,"2022-01-19","15-30m",0,5
"141","NGRDI_15m",0.000820516021646053,0.552681865813738,"2022-01-19","15-30m",0,5
"142","NGRDIveg_15m",0.0250379811365107,2.29285960318956,"2022-01-19","15-30m",0,5
"143","TGI_15m",0.00229997665131566,0.797726758363402,"2022-01-19","15-30m",0,5
"144","TGIveg_15m",0.0062957200573764,1.0349834460387,"2022-01-19","15-30m",0,5
"145","PC1",0.0223189959807995,5.52036030429451,"2022-01-19","15-30m",6,2
"146","PC2",0.101335795497931,9.48541893209381,"2022-01-19","15-30m",6,2
"147","PC3",-0.0064947953413975,3.93151004366688,"2022-01-19","15-30m",6,2
"148","PC4",-0.000642495344352929,4.63098694991488,"2022-01-19","15-30m",6,2
"149","PC5",-0.0111010686613009,3.78254314377478,"2022-01-19","15-30m",6,2
"150","PC6",0.00772199275183024,5.32599015006448,"2022-01-19","15-30m",6,2
"151","Genotype",-0.00229979732513788,0.364869293850147,"2022-02-03","15m",0,4
"152","Intensity",0.0205135339686115,2.18219645020822,"2022-02-03","15m",0,4
"153","Hue",0.0313597303152645,2.4926917154244,"2022-02-03","15m",0,4
"154","Saturation",0.00126189894213114,1.19294211823595,"2022-02-03","15m",0,4
"155","Lightness",0.012141744447503,1.64968044424057,"2022-02-03","15m",0,4
"156","a.",0.00934812640403974,1.35734163770965,"2022-02-03","15m",0,4
"157","b.",0.00121856132257835,1.08965271545207,"2022-02-03","15m",0,4
"158","u.",0.0188716284833158,2.20037907435244,"2022-02-03","15m",0,4
"159","v.",0.00151270181830553,1.04364927155778,"2022-02-03","15m",0,4
"160","GA",0.0713759056425321,4.58473758053549,"2022-02-03","15m",0,4
"161","GGA",0.0482881805254468,3.44560454756931,"2022-02-03","15m",0,4
"162","CSI",0.017434356594259,1.99494944739498,"2022-02-03","15m",0,4
"163","NGRDI",0.00961472483141216,1.25517462586633,"2022-02-03","15m",0,4
"164","NGRDIveg",0.0549011721714818,3.70790454991188,"2022-02-03","15m",0,4
"165","TGI",0.0248934667235967,2.2717781663008,"2022-02-03","15m",0,4
"166","TGIveg",0.00362914108423396,1.76130550424709,"2022-02-03","15m",0,4
"167","PC1",0.160155857279975,14.2381482998146,"2022-02-03","15m",3,1
"168","PC2",-0.0294230314955085,8.14503883716905,"2022-02-03","15m",3,1
"169","PC3",0.0405121070011861,10.2003747677788,"2022-02-03","15m",3,1
"170","Genotype",-0.0033737238526867,0.376925636271947,"2022-02-03","30m",0,4
"171","Intensity",0.0401809443351628,3.99931155500615,"2022-02-03","30m",0,4
"172","Hue",0.0108859835572065,2.1957494139454,"2022-02-03","30m",0,4
"173","Saturation",-0.00116478282897014,1.31608680507176,"2022-02-03","30m",0,4
"174","Lightness",0.0444287066657115,4.11792040079731,"2022-02-03","30m",0,4
"175","a.",-0.000675404658121378,1.33581061103039,"2022-02-03","30m",0,4
"176","b.",-0.00316651675637743,1.28948893454734,"2022-02-03","30m",0,4
"177","u.",-0.00297219279602406,1.17595976957104,"2022-02-03","30m",0,4
"178","v.",0.000233549098819997,1.68753722430222,"2022-02-03","30m",0,4
"179","GA",0.0372177316061993,3.79384958069309,"2022-02-03","30m",0,4
"180","GGA",0.0404724798747865,3.14451363924368,"2022-02-03","30m",0,4
"181","CSI",0.00522385534743893,1.53097760574087,"2022-02-03","30m",0,4
"182","NGRDI",-0.00138076034474641,1.1650573871177,"2022-02-03","30m",0,4
"183","NGRDIveg",0.00614162563700489,1.81255951438844,"2022-02-03","30m",0,4
"184","TGI",0.010250369594286,2.31179062601653,"2022-02-03","30m",0,4
"185","TGIveg",-0.00297783505366323,1.33398510577993,"2022-02-03","30m",0,4
"186","PC1",0.0649092966819902,9.3261162413142,"2022-02-03","30m",5,2
"187","PC2",-0.00322792356594214,5.95203439662796,"2022-02-03","30m",5,2
"188","PC3",0.0196283578925376,6.68817902474349,"2022-02-03","30m",5,2
"189","PC4",0.0117488382377856,5.98792989468161,"2022-02-03","30m",5,2
"190","PC5",-0.0119629606178136,4.64343568072754,"2022-02-03","30m",5,2
"191","Genotype",-0.00159016179726706,0.138503784787728,"2022-02-03","15-30m",0,5
"192","Intensity_15m",0.00266859886157873,0.889658843504969,"2022-02-03","15-30m",0,5
"193","Hue_15m",0.0102172669934125,1.29981304801364,"2022-02-03","15-30m",0,5
"194","Saturation_15m",0.000286254129427504,0.600532547094897,"2022-02-03","15-30m",0,5
"195","Lightness_15m",0.000423670403384025,0.646184888310777,"2022-02-03","15-30m",0,5
"196","a._15m",0.00276433476052671,0.850983633848937,"2022-02-03","15-30m",0,5
"197","b._15m",-0.00143191608099503,0.452570426108742,"2022-02-03","15-30m",0,5
"198","u._15m",0.00866399199613598,1.25459788853901,"2022-02-03","15-30m",0,5
"199","v._15m",-0.00306031180120189,0.402011343988145,"2022-02-03","15-30m",0,5
"200","GA_15m",0.0469374011646287,3.06510510189942,"2022-02-03","15-30m",0,5
"201","GGA_15m",0.0391687458258977,3.0271040608205,"2022-02-03","15-30m",0,5
"202","CSI_15m",0.00719571311986947,0.963997843561605,"2022-02-03","15-30m",0,5
"203","NGRDI_15m",0.00211596489166149,0.597118533585893,"2022-02-03","15-30m",0,5
"204","NGRDIveg_15m",0.0419639816152201,2.48615604314538,"2022-02-03","15-30m",0,5
"205","TGI_15m",0.0101129822508074,1.19864355902278,"2022-02-03","15-30m",0,5
"206","TGIveg_15m",0.00723848614577717,1.26514838762701,"2022-02-03","15-30m",0,5
"207","Intensity_30m",0.0169557509257618,1.81777160867699,"2022-02-03","15-30m",0,5
"208","Hue_30m",0.0042601139907564,0.992611494268008,"2022-02-03","15-30m",0,5
"209","Saturation_30m",-0.00134497059270279,0.547168436440398,"2022-02-03","15-30m",0,5
"210","Lightness_30m",0.0221766927173275,2.10184627432569,"2022-02-03","15-30m",0,5
"211","a._30m",-0.00156477443437196,0.510327244866199,"2022-02-03","15-30m",0,5
"212","b._30m",-0.00148371638853063,0.446754489825071,"2022-02-03","15-30m",0,5
"213","u._30m",-0.00101668286108083,0.449869121585369,"2022-02-03","15-30m",0,5
"214","v._30m",0.0013236126377922,0.620913993970289,"2022-02-03","15-30m",0,5
"215","GA_30m",0.0157526334157759,1.60263343669477,"2022-02-03","15-30m",0,5
"216","GGA_30m",0.0139660525181733,1.18104338577959,"2022-02-03","15-30m",0,5
"217","CSI_30m",0.00104186890624668,0.603870926366784,"2022-02-03","15-30m",0,5
"218","NGRDI_30m",-0.00046051224918872,0.421011462683275,"2022-02-03","15-30m",0,5
"219","NGRDIveg_30m",0.00258255654991723,0.68832318679395,"2022-02-03","15-30m",0,5
"220","TGI_30m",0.00395877151915851,0.992653504532595,"2022-02-03","15-30m",0,5
"221","TGIveg_30m",-0.00133212768913233,0.478490546950636,"2022-02-03","15-30m",0,5
"222","PC1",0.109439136848404,10.1416133779489,"2022-02-03","15-30m",6,2
"223","PC2",-0.000868796656821288,4.16221911258363,"2022-02-03","15-30m",6,2
"224","PC3",-0.000633642746142746,4.14046593554743,"2022-02-03","15-30m",6,2
"225","PC4",0.00161383286562079,4.61578722938612,"2022-02-03","15-30m",6,2
"226","PC5",-0.000443374768805176,4.12424463998862,"2022-02-03","15-30m",6,2
"227","PC6",0.0159640251166103,5.39180303787845,"2022-02-03","15-30m",6,2
"228","Genotype",-0.000677345917756134,0.0815712969486654,"2022-03-09","15m",0,4
"229","Intensity",0.0327467246745343,2.06636531880167,"2022-03-09","15m",0,4
"230","Hue",0.0698638561928267,3.00896920400957,"2022-03-09","15m",0,4
"231","Saturation",-0.00126946282819348,0.223400172132948,"2022-03-09","15m",0,4
"232","Lightness",0.0218922083231527,1.69532069955637,"2022-03-09","15m",0,4
"233","a.",0.0526784924028501,2.57526323026646,"2022-03-09","15m",0,4
"234","b.",-0.000679063905650593,0.222982840661231,"2022-03-09","15m",0,4
"235","u.",0.102435159796344,4.34284458616441,"2022-03-09","15m",0,4
"236","v.",-0.000315908364081738,0.274471560186193,"2022-03-09","15m",0,4
"237","GA",0.0227618856831164,1.37590018810134,"2022-03-09","15m",0,4
"238","GGA",0.0789730402200138,3.5046304449956,"2022-03-09","15m",0,4
"239","CSI",0.0721747847912321,3.63018567746899,"2022-03-09","15m",0,4
"240","NGRDI",0.0771558651333186,3.24645947744016,"2022-03-09","15m",0,4
"241","NGRDIveg",0.0835441811937631,3.77652738732224,"2022-03-09","15m",0,4
"242","TGI",0.0196158647089066,1.33102202624244,"2022-03-09","15m",0,4
"243","TGIveg",0.0162243947383886,1.32697160398746,"2022-03-09","15m",0,4
"244","PC1",0.382036505993147,22.8253633557593,"2022-03-09","15m",2,1
"245","PC2",-0.0202446972858583,9.85514140614532,"2022-03-09","15m",2,1
"246","Genotype",-0.00077999907299443,0.13294631936622,"2022-03-09","30m",0,4
"247","Intensity",0.0355586106729529,1.81567949222109,"2022-03-09","30m",0,4
"248","Hue",0.0791333808202461,3.91770694783771,"2022-03-09","30m",0,4
"249","Saturation",0.00156364894221705,0.492159949701722,"2022-03-09","30m",0,4
"250","Lightness",0.0383101807695229,1.78712941888472,"2022-03-09","30m",0,4
"251","a.",0.0627948055659511,2.82091724670155,"2022-03-09","30m",0,4
"252","b.",0.0060911486097322,0.665449558793214,"2022-03-09","30m",0,4
"253","u.",0.0721675375106489,3.52874105905917,"2022-03-09","30m",0,4
"254","v.",-0.000780111177951735,0.444153460707141,"2022-03-09","30m",0,4
"255","GA",0.070839162931152,3.3540357351243,"2022-03-09","30m",0,4
"256","GGA",0.0730958417734655,3.1937980115522,"2022-03-09","30m",0,4
"257","CSI",0.0557513554032827,2.44461306892504,"2022-03-09","30m",0,4
"258","NGRDI",0.0638242920529763,2.92806290270293,"2022-03-09","30m",0,4
"259","NGRDIveg",0.0547170791386117,2.45281067398935,"2022-03-09","30m",0,4
"260","TGI",0.0333667063234324,1.87565210588793,"2022-03-09","30m",0,4
"261","TGIveg",0.00750520694389891,0.729791667593366,"2022-03-09","30m",0,4
"262","PC1",0.344453908742207,21.603437866314,"2022-03-09","30m",2,1
"263","PC2",0.00373610513699219,10.9767811813049,"2022-03-09","30m",2,1
"264","Genotype",-0.000626237846261066,0.0318661888111888,"2022-03-09","15-30m",0,5
"265","Intensity_15m",0.016608138780724,0.962737184237238,"2022-03-09","15-30m",0,5
"266","Hue_15m",0.0374170499529711,1.52503088220138,"2022-03-09","15-30m",0,5
"267","Saturation_15m",0.000889491814515035,0.203566813419093,"2022-03-09","15-30m",0,5
"268","Lightness_15m",0.0119083067757836,0.686648703254942,"2022-03-09","15-30m",0,5
"269","a._15m",0.0211527856952205,1.09442622119554,"2022-03-09","15-30m",0,5
"270","b._15m",0.000652193545188901,0.194792405309911,"2022-03-09","15-30m",0,5
"271","u._15m",0.0333534380162322,1.37230891824866,"2022-03-09","15-30m",0,5
"272","v._15m",0.00058632858283787,0.208048992918435,"2022-03-09","15-30m",0,5
"273","GA_15m",0.0282653571806591,1.2636695067161,"2022-03-09","15-30m",0,5
"274","GGA_15m",0.0360179888266189,1.59553031532991,"2022-03-09","15-30m",0,5
"275","CSI_15m",0.0180354974170996,0.956302437517702,"2022-03-09","15-30m",0,5
"276","NGRDI_15m",0.0392252178884068,1.61662587085033,"2022-03-09","15-30m",0,5
"277","NGRDIveg_15m",0.0322798677400956,1.62297165022551,"2022-03-09","15-30m",0,5
"278","TGI_15m",0.0101695794951523,0.571335827528471,"2022-03-09","15-30m",0,5
"279","TGIveg_15m",0.0109627977689665,0.835468982824364,"2022-03-09","15-30m",0,5
"280","Intensity_30m",0.022825806182122,0.995070527661656,"2022-03-09","15-30m",0,5
"281","Hue_30m",0.0471631902018728,2.18533337451241,"2022-03-09","15-30m",0,5
"282","Saturation_30m",-0.000270394193010292,0.167938252865799,"2022-03-09","15-30m",0,5
"283","Lightness_30m",0.0237906179518797,1.00712379296023,"2022-03-09","15-30m",0,5
"284","a._30m",0.0370811281150911,1.70532357746196,"2022-03-09","15-30m",0,5
"285","b._30m",0.00571779168028394,0.437632171372599,"2022-03-09","15-30m",0,5
"286","u._30m",0.0403470455138258,1.83089453080139,"2022-03-09","15-30m",0,5
"287","v._30m",-0.000262182874744794,0.153865717214789,"2022-03-09","15-30m",0,5
"288","GA_30m",0.0396689138692928,1.88837900411683,"2022-03-09","15-30m",0,5
"289","GGA_30m",0.0370311421773961,1.51230406400603,"2022-03-09","15-30m",0,5
"290","CSI_30m",0.0348792706442165,1.33285255737833,"2022-03-09","15-30m",0,5
"291","NGRDI_30m",0.0415928318679945,1.80066617544674,"2022-03-09","15-30m",0,5
"292","NGRDIveg_30m",0.0305153440548101,1.32648218107612,"2022-03-09","15-30m",0,5
"293","TGI_30m",0.0199614894006922,1.10045276029516,"2022-03-09","15-30m",0,5
"294","TGIveg_30m",0.00289016616854078,0.377521840812581,"2022-03-09","15-30m",0,5
"295","PC1",0.26050107086498,16.195158427902,"2022-03-09","15-30m",3,1
"296","PC2",0.0333705348916651,8.84453725791062,"2022-03-09","15-30m",3,1
"297","PC3",-0.0277273108049502,7.539532885616,"2022-03-09","15-30m",3,1
"298","Genotype",0.00519888451589689,1.13146026173942,"2022-06-02","50m",0,4
"299","Intensity",-0.00638983226525796,1.75783711509321,"2022-06-02","50m",0,4
"300","Hue",-0.00319383697657691,1.50242145663521,"2022-06-02","50m",0,4
"301","Saturation",0.0147308640344864,4.0859578930737,"2022-06-02","50m",0,4
"302","Lightness",-0.00596328099145436,2.01257705887541,"2022-06-02","50m",0,4
"303","a.",-0.0047349018594065,1.44174325192013,"2022-06-02","50m",0,4
"304","b.",0.0014248984366167,2.53854151877648,"2022-06-02","50m",0,4
"305","u.",-0.00301409954854227,1.64914202076063,"2022-06-02","50m",0,4
"306","v.",-0.00311157230196703,2.23625099031474,"2022-06-02","50m",0,4
"307","GA",-0.000908382702907537,2.05498327374291,"2022-06-02","50m",0,4
"308","GGA",-0.000470622217479802,2.05237648275732,"2022-06-02","50m",0,4
"309","CSI",0.000724570525793436,2.42872825767303,"2022-06-02","50m",0,4
"310","NGRDI",-0.00511738080976471,1.5255597743566,"2022-06-02","50m",0,4
"311","NGRDIveg",-0.00521508683782678,1.90026652538526,"2022-06-02","50m",0,4
"312","TGI",-0.0045275234285838,2.06350276349032,"2022-06-02","50m",0,4
"313","TGIveg",-0.00621702317548292,2.24387992683425,"2022-06-02","50m",0,4
"314","PC1",-0.0179819664039092,15.8171378446819,"2022-06-02","50m",2,1
"315","PC2",-0.00693501082079255,16.8208050124614,"2022-06-02","50m",2,1
"316","Genotype",-0.000457358416437364,0.415640176744284,"2022-05-26","15m",0,4
"317","Intensity",-0.00943127001223756,2.06242936975523,"2022-05-26","15m",0,4
"318","Hue",-0.000695519666092421,1.98382660232693,"2022-05-26","15m",0,4
"319","Saturation",-0.0035455563605641,2.30960866750343,"2022-05-26","15m",0,4
"320","Lightness",-0.00917709400936186,1.92986848991523,"2022-05-26","15m",0,4
"321","a.",-0.00279198968815842,1.94243903205339,"2022-05-26","15m",0,4
"322","b.",-0.00377547400655759,1.92133137147393,"2022-05-26","15m",0,4
"323","u.",0.000708923825572432,2.40080677652475,"2022-05-26","15m",0,4
"324","v.",-0.0069709983815634,2.0552130313755,"2022-05-26","15m",0,4
"325","GA",0.016518780870832,3.65482409496768,"2022-05-26","15m",0,4
"326","GGA",0.00216234215990408,2.35696108736542,"2022-05-26","15m",0,4
"327","CSI",0.000860725406344602,2.11989738533936,"2022-05-26","15m",0,4
"328","NGRDI",-0.00369614832965452,1.5949517609214,"2022-05-26","15m",0,4
"329","NGRDIveg",-0.00240416753009632,1.61226733315486,"2022-05-26","15m",0,4
"330","TGI",-0.00710352016748302,2.28289784674079,"2022-05-26","15m",0,4
"331","TGIveg",-0.0089214927899758,1.89756078336168,"2022-05-26","15m",0,4
"332","PC1",-0.0292569954540308,10.4457765510035,"2022-05-26","15m",3,1
"333","PC2",-0.0253724747410874,10.5561192290839,"2022-05-26","15m",3,1
"334","PC3",0.00946462742761942,11.5291994580091,"2022-05-26","15m",3,1
"335","Genotype",-0.00158581280174933,0.236363809523276,"2022-05-26","50m",0,4
