"","cp","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"1225",0.001,0.437929293,0.283978765,0.101390284,0.125814273,0.333333333,0.808403993,0.157894737,0,"03/05/2022","50m",5,20,"cv520","8020split"
"1226",0.001,0.331353535,0.171546735,0.111914782,0.14623824,0.416666667,0.608374247,0.256637168,3,"03/05/2022","50m",5,20,"cv520","8020split"
"1227",0.001,0.288657439,0.106291091,0.097622231,0.124997223,0.291666667,0.73681787,0.101321586,0,"19/01/2022","15-30m",5,20,"cv520","8020split"
"1228",0.001,0.286087605,0.104546935,0.082462362,0.104193758,0.416666667,0.25383488,0.264770241,4,"19/01/2022","15-30m",5,20,"cv520","8020split"
"1229",0.001,0.369361111,0.211235239,0.119281827,0.147586835,0.416666667,0.157643676,0.282051282,0,"19/01/2022","30m",5,20,"cv520","8020split"
"1230",0.001,0.2665,0.084034011,0.087976536,0.10878612,0.416666667,0.157643676,0.288135593,4,"19/01/2022","30m",5,20,"cv520","8020split"
"1231",0.001,0.392007576,0.222829709,0.12234889,0.150159841,0,1,-0.152,0,"19/01/2022","15m",5,20,"cv520","8020split"
"1232",0.001,0.424035354,0.260181751,0.10581211,0.130820601,0,1,-0.152,4,"19/01/2022","15m",5,20,"cv520","8020split"
"1233",0.001,0.614921053,0.515802518,0.08150479,0.101824097,0.833333333,5.51e-06,0.783295711,0,"09/03/2022","15-30m",5,20,"cv520","8020split"
"1234",0.001,0.701631579,0.624699506,0.083909933,0.105104515,0.708333333,0.000950169,0.630769231,3,"09/03/2022","15-30m",5,20,"cv520","8020split"
"1235",0.001,0.526353535,0.409473444,0.086767758,0.104886389,0.5,0.177722456,0.379310345,0,"09/03/2022","15m",5,20,"cv520","8020split"
"1236",0.001,0.50140404,0.382572306,0.077689613,0.093084714,0.75,0.003855555,0.669724771,2,"09/03/2022","15m",5,20,"cv520","8020split"
"1237",0.001,0.576647547,0.459288803,0.09128743,0.108728741,0.416666667,0.368479286,0.3,0,"09/03/2022","30m",5,20,"cv520","8020split"
"1238",0.001,0.625802309,0.521288445,0.076430276,0.087110395,0.416666667,0.368479286,0.333333333,2,"09/03/2022","30m",5,20,"cv520","8020split"
"1239",0.001,0.267170996,0.081367241,0.094914908,0.115868581,0.333333333,0.606925322,0.111111111,0,"02/06/2022","50m",5,20,"cv520","8020split"
"1240",0.001,0.175388528,-0.025440182,0.096936776,0.119420021,0.25,0.818877354,0.1,2,"02/06/2022","50m",5,20,"cv520","8020split"
"1241",0.001,0.600267677,0.485500345,0.077939482,0.09688966,0.5,0.612792969,0.409836066,0,"22/03/2022","50m",5,20,"cv520","8020split"
"1242",0.001,0.621151515,0.511299737,0.06267213,0.081006896,0.416666667,0.806152344,0.305785124,2,"22/03/2022","50m",5,20,"cv520","8020split"
"1243",0.001,0.67225,0.590115126,0.07368849,0.090522314,0.666666667,0.00278151,0.582608696,0,"19/04/2022","50m",5,20,"cv520","8020split"
"1244",0.001,0.442388889,0.298690012,0.095442358,0.11858633,0.5,0.054402232,0.384615385,3,"19/04/2022","50m",5,20,"cv520","8020split"
"1245",0.001,0.74175,0.670713335,0.124005226,0.153301694,0.666666667,0.018758432,0.596638655,0,"05/04/2022","50m",5,20,"cv520","8020split"
"1246",0.001,0.74969733,0.680832876,0.115196272,0.142278982,0.666666667,0.018758432,0.596638655,4,"05/04/2022","50m",5,20,"cv520","8020split"
"1247",0.001,0.296425659,0.11941955,0.076500649,0.095859974,0.111111111,0.995799048,-0.105566219,0,"26/05/2022","15-30-50m",5,20,"cv520","8020split"
"1248",0.001,0.265423738,0.080499162,0.066959669,0.084195808,0.277777778,0.562939325,0.09214355,3,"26/05/2022","15-30-50m",5,20,"cv520","8020split"
"1249",0.001,0.339083333,0.175198133,0.14104016,0.172406047,0.25,0.609324992,0.068965517,0,"26/05/2022","50m",5,20,"cv520","8020split"
"1250",0.001,0.243305556,0.057208789,0.101350999,0.123519711,0.25,0.609324992,0.060869565,3,"26/05/2022","50m",5,20,"cv520","8020split"
"1251",0.001,0.201563131,-0.009999676,0.105360185,0.129230277,0.166666667,0.84161824,-0.034482759,0,"26/05/2022","15m",5,20,"cv520","8020split"
"1252",0.001,0.330681818,0.166097647,0.130116189,0.160509746,0.166666667,0.84161824,-0.081081081,3,"26/05/2022","15m",5,20,"cv520","8020split"
"1253",0.001,0.212777778,0.009041177,0.11135741,0.139630243,0.083333333,0.992292653,-0.128205128,0,"26/05/2022","30m",5,20,"cv520","8020split"
"1254",0.001,0.325722222,0.14123848,0.11164634,0.133349186,0,1,-0.133858268,3,"26/05/2022","30m",5,20,"cv520","8020split"
"1255",0.001,0.41858971,0.272147357,0.103938397,0.129233577,0.541666667,0.008934271,0.426086957,0,"14/02/2022","15-30m",5,20,"cv520","8020split"
"1256",0.001,0.400233255,0.249072689,0.089724237,0.112260855,0.583333333,0.002719681,0.464285714,4,"14/02/2022","15-30m",5,20,"cv520","8020split"
"1257",0.001,0.582574675,0.469452562,0.072048047,0.089783103,0.416666667,0.368479286,0.305785124,0,"14/02/2022","15m",5,20,"cv520","8020split"
"1258",0.001,0.505164141,0.369030081,0.095544585,0.119182222,0.25,0.818877354,0.044247788,3,"14/02/2022","15m",5,20,"cv520","8020split"
"1259",0.001,0.475805556,0.34353125,0.164367463,0.204759834,0.583333333,0.014252782,0.469026549,0,"14/02/2022","30m",5,20,"cv520","8020split"
"1260",0.001,0.309111111,0.137214143,0.108127073,0.137911768,0.333333333,0.351221383,0.172413793,3,"14/02/2022","30m",5,20,"cv520","8020split"
"1261",0.001,0.377888778,0.221800462,0.134514777,0.167365078,NA,NA,NA,0,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1262",0.001,0.368993506,0.21237603,0.11750346,0.145672977,NA,NA,NA,3,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1263",0.001,0.448956349,0.304263379,0.204662392,0.254076712,NA,NA,NA,0,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1264",0.001,0.288833333,0.110668647,0.159556451,0.201730834,NA,NA,NA,4,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1265",0.001,0.600059524,0.499265726,0.208777159,0.257806754,NA,NA,NA,0,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1266",0.001,0.547119048,0.431633133,0.17208553,0.211806933,NA,NA,NA,3,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1267",0.001,0.359702381,0.202925169,0.134202782,0.162709216,NA,NA,NA,0,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1268",0.001,0.469138889,0.333043434,0.190604271,0.240068949,NA,NA,NA,3,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1269",0.001,0.338076923,0.170821514,0.139802691,0.174924251,NA,NA,NA,0,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1270",0.001,0.335068099,0.164744074,0.126668243,0.158208563,NA,NA,NA,4,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1271",0.001,0.330464286,0.16476265,0.144848148,0.177724802,NA,NA,NA,0,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1272",0.001,0.350166667,0.187542194,0.148266109,0.184743493,NA,NA,NA,4,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1273",0.001,0.47997619,0.346709268,0.18624889,0.229039988,NA,NA,NA,0,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1274",0.001,0.39627381,0.242912942,0.17433689,0.217563103,NA,NA,NA,4,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1275",0.001,0.662063936,0.576642893,0.11562303,0.144663589,NA,NA,NA,0,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1276",0.001,0.63590959,0.543580708,0.120138117,0.148905521,NA,NA,NA,3,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1277",0.001,0.722916667,0.651088848,0.170775335,0.212055258,NA,NA,NA,0,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1278",0.001,0.754202381,0.689210977,0.155608045,0.196382887,NA,NA,NA,2,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1279",0.001,0.717845238,0.644314593,0.176570519,0.220929889,NA,NA,NA,0,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1280",0.001,0.789896825,0.733414839,0.145318113,0.184129255,NA,NA,NA,2,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1281",0.001,0.138337302,-0.078958702,0.118803058,0.150378808,NA,NA,NA,0,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1282",0.001,0.172357143,-0.027417189,0.146463477,0.179119878,NA,NA,NA,2,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1283",0.001,0.86406746,0.827459914,0.110037507,0.139026584,NA,NA,NA,0,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1284",0.001,0.833313492,0.788361414,0.127429142,0.161177482,NA,NA,NA,2,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1285",0.001,0.672916667,0.593200613,0.125254885,0.151953451,NA,NA,NA,0,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1286",0.001,0.47272619,0.342368833,0.201998981,0.247845135,NA,NA,NA,3,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1287",0.001,0.808833333,0.758228914,0.138796731,0.173487196,NA,NA,NA,0,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1288",0.001,0.734253968,0.663317048,0.141606578,0.177142953,NA,NA,NA,4,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1289",0.001,0.27132211,0.089050878,0.097728615,0.122894422,NA,NA,NA,0,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1290",0.001,0.293443068,0.117425178,0.092409057,0.114353546,NA,NA,NA,3,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1291",0.001,0.367619048,0.212653968,0.177770691,0.217723148,NA,NA,NA,0,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1292",0.001,0.163015873,-0.03763931,0.129773077,0.161234134,NA,NA,NA,3,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1293",0.001,0.228238095,0.032446101,0.13082716,0.158636029,NA,NA,NA,0,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1294",0.001,0.149313492,-0.055185211,0.104668044,0.128460057,NA,NA,NA,3,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1295",0.001,0.200761905,0.010996015,0.15483538,0.188713936,NA,NA,NA,0,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1296",0.001,0.228920635,0.038448202,0.125760831,0.158670964,NA,NA,NA,3,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1297",0.001,0.505377622,0.378809879,0.129366228,0.161698574,NA,NA,NA,0,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1298",0.001,0.455111888,0.317867557,0.126998124,0.157228316,NA,NA,NA,3,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1299",0.001,0.65172619,0.565011163,0.145938723,0.1816934,NA,NA,NA,0,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1300",0.001,0.596055556,0.491478216,0.197667213,0.247890236,NA,NA,NA,3,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1301",0.001,0.57397619,0.464057818,0.175670849,0.219644406,NA,NA,NA,0,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1302",0.001,0.309738095,0.138344522,0.161875349,0.194241002,NA,NA,NA,3,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1303",0.001,0.391344822,0.238918237,0.13605542,0.168329711,NA,NA,NA,0,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1304",0.001,0.398837163,0.249191759,0.127641704,0.156890488,NA,NA,NA,3,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1305",0.001,0.429027778,0.283990949,0.179624364,0.221679494,NA,NA,NA,0,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1306",0.001,0.298630952,0.121226913,0.152222701,0.191614087,NA,NA,NA,4,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1307",0.001,0.591714286,0.487850633,0.190037593,0.236660242,NA,NA,NA,0,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1308",0.001,0.531269841,0.412789143,0.175231653,0.217517402,NA,NA,NA,3,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1309",0.001,0.371269841,0.214177932,0.140964292,0.173393342,NA,NA,NA,0,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1310",0.001,0.423797619,0.277606935,0.197847137,0.244337674,NA,NA,NA,3,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1311",0.001,0.33770979,0.171438501,0.124683644,0.15392677,NA,NA,NA,0,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1312",0.001,0.345717949,0.18134509,0.112673305,0.139829246,NA,NA,NA,4,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1313",0.001,0.331619048,0.161184437,0.162640006,0.203051017,NA,NA,NA,0,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1314",0.001,0.357940476,0.194427632,0.167747906,0.208711585,NA,NA,NA,4,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1315",0.001,0.493289683,0.364023572,0.167941833,0.208323943,NA,NA,NA,0,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1316",0.001,0.420845238,0.277764291,0.174751797,0.216918318,NA,NA,NA,4,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1317",0.001,0.657496337,0.570330398,0.121960064,0.151963647,NA,NA,NA,0,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1318",0.001,0.666601232,0.582860836,0.104929101,0.130701897,NA,NA,NA,3,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1319",0.001,0.728559524,0.657025291,0.195074919,0.245236462,NA,NA,NA,0,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1320",0.001,0.759619048,0.695549037,0.143128918,0.180684521,NA,NA,NA,2,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1321",0.001,0.734853175,0.665207306,0.174929259,0.220867182,NA,NA,NA,0,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1322",0.001,0.789,0.734313056,0.15949187,0.19798623,NA,NA,NA,2,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1323",0.001,0.138428571,-0.070046218,0.131009114,0.159580386,NA,NA,NA,0,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1324",0.001,0.16672619,-0.033074728,0.149100137,0.182422207,NA,NA,NA,2,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1325",0.001,0.863452381,0.827054655,0.111418933,0.140637434,NA,NA,NA,0,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1326",0.001,0.835702381,0.792698089,0.11737662,0.146511015,NA,NA,NA,2,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1327",0.001,0.67947619,0.600001416,0.118447516,0.144647875,NA,NA,NA,0,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1328",0.001,0.498234127,0.369920582,0.186392481,0.233962325,NA,NA,NA,3,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1329",0.001,0.79022619,0.734854116,0.122814861,0.15229051,NA,NA,NA,0,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1330",0.001,0.713083333,0.638717689,0.132984742,0.165621003,NA,NA,NA,4,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1331",0.001,0.266395038,0.083298538,0.089643276,0.11071248,NA,NA,NA,0,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1332",0.001,0.285484821,0.108523508,0.09875837,0.121234431,NA,NA,NA,3,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1333",0.001,0.347535714,0.182788735,0.175699143,0.217368295,NA,NA,NA,0,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1334",0.001,0.15856746,-0.04795378,0.124722271,0.154249508,NA,NA,NA,3,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1335",0.001,0.21727381,0.024840867,0.130341781,0.156891852,NA,NA,NA,0,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1336",0.001,0.155686508,-0.05117358,0.123174954,0.150372355,NA,NA,NA,3,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1337",0.001,0.223678571,0.040018501,0.140633131,0.171588502,NA,NA,NA,0,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1338",0.001,0.239452381,0.050662434,0.138501007,0.170613174,NA,NA,NA,3,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1339",0.001,0.510648185,0.387014317,0.13321377,0.166047185,NA,NA,NA,0,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1340",0.001,0.484164169,0.352946311,0.123746799,0.153491269,NA,NA,NA,3,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1341",0.001,0.664246032,0.580618428,0.141687717,0.175962552,NA,NA,NA,0,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1342",0.001,0.598246032,0.494618828,0.18184638,0.225577164,NA,NA,NA,3,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1343",0.001,0.578297619,0.470992544,0.17275852,0.212036473,NA,NA,NA,0,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1344",0.001,0.301928571,0.134887677,0.157991044,0.190759449,NA,NA,NA,3,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1345",0.001,0.372930902,0.214972387,0.113797887,0.140956032,NA,NA,NA,0,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1346",0.001,0.404990676,0.254562481,0.124231354,0.154789564,NA,NA,NA,3,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1347",0.001,0.462761905,0.326494909,0.173754586,0.213073528,NA,NA,NA,0,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1348",0.001,0.306738095,0.139117405,0.158959991,0.194606481,NA,NA,NA,4,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1349",0.001,0.58452381,0.478603025,0.182216761,0.22867323,NA,NA,NA,0,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1350",0.001,0.541619048,0.424468189,0.17685328,0.21864514,NA,NA,NA,3,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1351",0.001,0.369654762,0.21227396,0.149397874,0.185227238,NA,NA,NA,0,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1352",0.001,0.44627381,0.304176683,0.206191433,0.257064915,NA,NA,NA,3,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1353",0.001,0.357513653,0.19735,0.131495292,0.162736035,NA,NA,NA,0,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1354",0.001,0.344470196,0.179878058,0.133803086,0.166698887,NA,NA,NA,4,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1355",0.001,0.321242063,0.149332454,0.149783696,0.184823448,NA,NA,NA,0,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1356",0.001,0.370535714,0.211487754,0.157478151,0.196772193,NA,NA,NA,4,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1357",0.001,0.471559524,0.338330586,0.17719462,0.217981362,NA,NA,NA,0,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1358",0.001,0.40252381,0.2544849,0.190941387,0.233399935,NA,NA,NA,4,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1359",0.001,0.659255744,0.572730623,0.12044853,0.150285364,NA,NA,NA,0,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1360",0.001,0.653929237,0.566147886,0.117682574,0.146266569,NA,NA,NA,3,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1361",0.001,0.747734127,0.681418976,0.161672921,0.202087394,NA,NA,NA,0,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1362",0.001,0.757071429,0.691400088,0.158950858,0.202148328,NA,NA,NA,2,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1363",0.001,0.721321429,0.64892229,0.157111343,0.19677506,NA,NA,NA,0,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1364",0.001,0.780892857,0.722656792,0.142539467,0.179405682,NA,NA,NA,2,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1365",0.001,0.147571429,-0.060117976,0.140374442,0.175446972,NA,NA,NA,0,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1366",0.001,0.204214286,0.009746417,0.145375669,0.182381956,NA,NA,NA,2,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1367",0.001,0.87847619,0.846188831,0.103143027,0.130121229,NA,NA,NA,0,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1368",0.001,0.849607143,0.810167379,0.107589398,0.135333303,NA,NA,NA,2,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1369",0.001,0.671928571,0.591544943,0.138984319,0.169631996,NA,NA,NA,0,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1370",0.001,0.483353175,0.35563283,0.174818484,0.21657091,NA,NA,NA,3,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1371",0.001,0.784154762,0.727715951,0.137924055,0.170166564,NA,NA,NA,0,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1372",0.001,0.735892857,0.665237892,0.132804513,0.166388949,NA,NA,NA,4,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1373",0.001,0.266443928,0.083059369,0.095555161,0.118821331,NA,NA,NA,0,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1374",0.001,0.288412496,0.109828718,0.101039952,0.12662131,NA,NA,NA,3,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1375",0.001,0.343940476,0.180643103,0.170850152,0.208756276,NA,NA,NA,0,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1376",0.001,0.179416667,-0.015198978,0.124269815,0.152435045,NA,NA,NA,3,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1377",0.001,0.222662698,0.034050917,0.137335363,0.169171605,NA,NA,NA,0,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1378",0.001,0.160769841,-0.045590854,0.123646514,0.154845271,NA,NA,NA,3,"26/05/2022","15m",10,10,"trainonly","nosplit"
"1379",0.001,0.189571429,-0.009378266,0.128066849,0.157076786,NA,NA,NA,0,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1380",0.001,0.226162698,0.035763385,0.138862709,0.169379946,NA,NA,NA,3,"26/05/2022","30m",10,10,"trainonly","nosplit"
"1381",0.001,0.515067599,0.391839954,0.131127768,0.163468834,NA,NA,NA,0,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1382",0.001,0.46114369,0.325760862,0.123567051,0.155217237,NA,NA,NA,3,"14/02/2022","15-30m",10,10,"trainonly","nosplit"
"1383",0.001,0.637833333,0.548479617,0.146970072,0.179349903,NA,NA,NA,0,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1384",0.001,0.579940476,0.476198114,0.175495015,0.215537556,NA,NA,NA,3,"14/02/2022","15m",10,10,"trainonly","nosplit"
"1385",0.001,0.575218254,0.465410336,0.180664716,0.223229367,NA,NA,NA,0,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1386",0.001,0.302539683,0.129142894,0.164933642,0.200406032,NA,NA,NA,3,"14/02/2022","30m",10,10,"trainonly","nosplit"
"1387",0.001,0.388396603,0.234517352,0.128368497,0.161205952,NA,NA,NA,0,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1388",0.001,0.394086247,0.242772198,0.141074633,0.174989832,NA,NA,NA,3,"03/02/2022","15-30m",10,10,"trainonly","nosplit"
"1389",0.001,0.466170635,0.330183838,0.18809311,0.234601109,NA,NA,NA,0,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1390",0.001,0.297345238,0.123610804,0.140658165,0.174700945,NA,NA,NA,4,"03/02/2022","30m",10,10,"trainonly","nosplit"
"1391",0.001,0.607916667,0.505152523,0.18347784,0.230149568,NA,NA,NA,0,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1392",0.001,0.53402381,0.412751835,0.159595062,0.200401984,NA,NA,NA,3,"03/02/2022","15m",10,10,"trainonly","nosplit"
"1393",0.001,0.37256746,0.215670729,0.147164691,0.184507934,NA,NA,NA,0,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1394",0.001,0.443357143,0.305151078,0.197896672,0.244989451,NA,NA,NA,3,"03/05/2022","50m",10,10,"trainonly","nosplit"
"1395",0.001,0.346632701,0.182905055,0.13334931,0.163492582,NA,NA,NA,0,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1396",0.001,0.344119214,0.180609331,0.122709714,0.153183316,NA,NA,NA,4,"19/01/2022","15-30m",10,10,"trainonly","nosplit"
"1397",0.001,0.334416667,0.167347134,0.171522731,0.205110845,NA,NA,NA,0,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1398",0.001,0.351321429,0.192126105,0.147562393,0.179501265,NA,NA,NA,4,"19/01/2022","30m",10,10,"trainonly","nosplit"
"1399",0.001,0.478619048,0.343935315,0.171432824,0.208727107,NA,NA,NA,0,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1400",0.001,0.409404762,0.262543335,0.201814595,0.247250883,NA,NA,NA,4,"19/01/2022","15m",10,10,"trainonly","nosplit"
"1401",0.001,0.655824009,0.569063392,0.126794818,0.15725924,NA,NA,NA,0,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1402",0.001,0.65256377,0.564250136,0.103230866,0.128195072,NA,NA,NA,3,"09/03/2022","15-30m",10,10,"trainonly","nosplit"
"1403",0.001,0.73475,0.664479546,0.16549299,0.209746936,NA,NA,NA,0,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1404",0.001,0.748154762,0.681624247,0.146383972,0.18537021,NA,NA,NA,2,"09/03/2022","15m",10,10,"trainonly","nosplit"
"1405",0.001,0.727678571,0.656202877,0.168607572,0.211306267,NA,NA,NA,0,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1406",0.001,0.772738095,0.712401683,0.150307611,0.18848413,NA,NA,NA,2,"09/03/2022","30m",10,10,"trainonly","nosplit"
"1407",0.001,0.131845238,-0.079190148,0.113365147,0.14011346,NA,NA,NA,0,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1408",0.001,0.178107143,-0.019187765,0.159512762,0.192577916,NA,NA,NA,2,"02/06/2022","50m",10,10,"trainonly","nosplit"
"1409",0.001,0.864511905,0.828150762,0.103372199,0.130139163,NA,NA,NA,0,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1410",0.001,0.846642857,0.806270092,0.120228675,0.151028375,NA,NA,NA,2,"22/03/2022","50m",10,10,"trainonly","nosplit"
"1411",0.001,0.695396825,0.619627331,0.114940413,0.140755413,NA,NA,NA,0,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1412",0.001,0.475083333,0.342484575,0.174568839,0.216714918,NA,NA,NA,3,"19/04/2022","50m",10,10,"trainonly","nosplit"
"1413",0.001,0.783313492,0.726410809,0.141455604,0.176198364,NA,NA,NA,0,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1414",0.001,0.709230159,0.631897471,0.130695506,0.162722834,NA,NA,NA,4,"05/04/2022","50m",10,10,"trainonly","nosplit"
"1415",0.001,0.278846663,0.097687973,0.101048803,0.12552673,NA,NA,NA,0,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1416",0.001,0.299062135,0.124488073,0.101181387,0.125772732,NA,NA,NA,3,"26/05/2022","15-30-50m",10,10,"trainonly","nosplit"
"1417",0.001,0.345611111,0.181376168,0.171517927,0.208413352,NA,NA,NA,0,"26/05/2022","50m",10,10,"trainonly","nosplit"
"1418",0.001,0.173392857,-0.026450882,0.117345257,0.149335339,NA,NA,NA,3,"26/05/2022","50m",10,10,"trainonly","nosplit"
