,cp,Accuracy_train,Kappa_train,AccuracySD_train,KappaSD_train,Accuracy_test,AccuracyPValue_test,Kappa_test,PC,date,alt,k,repetitions
18,0.001,0.586472222,0.477404621,0.064825202,0.07701419,0.5,0.379768823,0.379310345,3,09/03/2022,15m,5,20
19,0.001,0.537070707,0.414068489,0.075227921,0.090833487,0.333333333,0.606925322,0.244094488,0,09/03/2022,30m,5,20
20,0.001,0.592694444,0.480698645,0.078853527,0.090832936,0.5,0.177722456,0.384615385,2,09/03/2022,30m,5,20
21,0.001,0.243739899,0.072164147,0.103980731,0.126885826,0.333333333,0.606925322,0.094339623,0,02/06/2022,50m,5,20
22,0.001,0.234603535,0.039037967,0.115953268,0.141720746,0.166666667,0.946048574,0.024390244,2,02/06/2022,50m,5,20
23,0.001,0.819287879,0.768002679,0.080419597,0.103393971,0.5,0.379768823,0.419354839,0,22/03/2022,50m,5,20
24,0.001,0.638883838,0.535192503,0.081089116,0.099304097,0.583333333,0.189264302,0.516129032,2,22/03/2022,50m,5,20
25,0.001,0.678383838,0.586303963,0.143992131,0.183506004,0.5,0.379768823,0.384615385,0,19/04/2022,50m,5,20
26,0.001,0.520916667,0.383075717,0.113005847,0.137001143,0.25,0.932866946,0.162790698,3,19/04/2022,50m,5,20
27,0.001,0.532994949,0.407807345,0.09154428,0.113945484,0.5,0.177722456,0.368421053,0,05/04/2022,50m,5,20
28,0.001,0.589477273,0.480592461,0.064845954,0.079262959,0.75,0.003855555,0.678571429,3,05/04/2022,50m,5,20
29,0.001,0.26120853,0.072225016,0.077534298,0.095611097,0.222222222,0.822946169,0.050847458,0,26/05/2022,15-30-50m,5,20
30,0.001,0.257888412,0.070250081,0.071253742,0.089487229,0.333333333,0.282139574,0.161165049,3,26/05/2022,15-30-50m,5,20
31,0.001,0.249133838,0.05541727,0.120489886,0.147537128,0.416666667,0.608374247,0.282051282,0,26/05/2022,50m,5,20
32,0.001,0.193909091,-0.011266741,0.094103605,0.115279477,0.416666667,0.608374247,0.192307692,3,26/05/2022,50m,5,20
33,0.001,0.18626443,-0.023175835,0.106144177,0.130802615,0.166666667,0.84161824,0.016393443,0,26/05/2022,15m,5,20
34,0.001,0.289128788,0.110445255,0.111382276,0.130074586,0.333333333,0.351221383,0.2,3,26/05/2022,15m,5,20
35,0.001,0.173767677,-0.046553069,0.11376309,0.146501763,0.166666667,0.985141386,0.024390244,0,26/05/2022,30m,5,20
36,0.001,0.268040404,0.06885035,0.127129441,0.161459639,0.083333333,0.998447608,-0.064516129,3,26/05/2022,30m,5,20
37,0.001,0.430747153,0.285981467,0.100445033,0.125737541,0.333333333,0.233795831,0.174193548,0,14/02/2022,15-30m,5,20
38,0.001,0.417409408,0.269585127,0.095270227,0.11984531,0.416666667,0.054664922,0.263157895,3,14/02/2022,15-30m,5,20
39,0.001,0.528631313,0.412879418,0.116891451,0.142206417,0.916666667,4.70E-05,0.883495146,0,14/02/2022,15m,5,20
40,0.001,0.436588384,0.298563785,0.122606892,0.146465463,0.75,0.003855555,0.675675676,3,14/02/2022,15m,5,20
41,0.001,0.526848485,0.393785663,0.117718967,0.141431404,0.333333333,0.606925322,0.261538462,0,14/02/2022,30m,5,20
42,0.001,0.471179293,0.336750845,0.115673465,0.141486369,0.166666667,0.946048574,-0.071428571,3,14/02/2022,30m,5,20
43,0.001,0.357130203,0.194744701,0.096445954,0.119505403,0.25,0.577844798,0.084745763,0,03/02/2022,15-30m,5,20
44,0.001,0.352008526,0.187620072,0.096351614,0.119171563,0.291666667,0.392587662,0.179074447,4,03/02/2022,15-30m,5,20
45,0.001,0.357810606,0.192519633,0.117009396,0.148672088,0.166666667,0.985141386,0.047619048,0,03/02/2022,30m,5,20
46,0.001,0.265853535,0.091164134,0.093535799,0.12057519,0.583333333,0.189264302,0.405940594,4,03/02/2022,30m,5,20
47,0.001,0.456121212,0.314721536,0.131799436,0.163047101,0.583333333,0.06644764,0.47826087,0,03/02/2022,15m,5,20
48,0.001,0.349435426,0.176484104,0.098619331,0.122933941,0.416666667,0.368479286,0.282051282,3,03/02/2022,15m,5,20
49,0.001,0.427484848,0.273939403,0.109055604,0.131045088,0.333333333,0.808403993,0.186440678,0,03/05/2022,50m,5,20
50,0.001,0.329944444,0.147481613,0.125033082,0.157901278,0.333333333,0.808403993,0.186440678,3,03/05/2022,50m,5,20
51,0.001,0.27110944,0.085964974,0.096554706,0.121435978,0.416666667,0.13187863,0.282051282,0,19/01/2022,15-30m,5,20
52,0.001,0.351159836,0.188406158,0.102341647,0.128207792,0.416666667,0.13187863,0.269565217,4,19/01/2022,15-30m,5,20
53,0.001,0.294900072,0.120687205,0.116109445,0.142957539,0.333333333,0.351221383,0.193277311,0,19/01/2022,30m,5,20
54,0.001,0.330170274,0.163928856,0.103684509,0.129104275,0.416666667,0.157643676,0.25,4,19/01/2022,30m,5,20
55,0.001,0.329516234,0.163713732,0.118998547,0.15037761,0.416666667,0.157643676,0.305785124,0,19/01/2022,15m,5,20
56,0.001,0.390727273,0.243114656,0.133710487,0.163415014,0.666666667,0.00278151,0.567567568,4,19/01/2022,15m,5,20
57,0.001,0.712422132,0.638522746,0.09604876,0.120840088,0.583333333,0.002719681,0.484978541,0,09/03/2022,15-30m,5,20
58,0.001,0.676531663,0.594619545,0.089974968,0.1123325,0.625,0.000709078,0.530434783,3,09/03/2022,15-30m,5,20
59,0.001,0.544779942,0.434610423,0.067703166,0.083626998,0.5,0.054402232,0.373913043,0,09/03/2022,15m,5,20
60,0.001,0.484027778,0.358680171,0.072475066,0.089780389,0.5,0.054402232,0.351351351,2,09/03/2022,15m,5,20
61,0.001,0.557578283,0.437473868,0.096989513,0.119305171,0.25,0.932866946,0.129032258,0,09/03/2022,30m,5,20
62,0.001,0.618881313,0.510815663,0.081319024,0.098096958,0.333333333,0.808403993,0.232,2,09/03/2022,30m,5,20
63,0.001,0.217373737,0.022817488,0.101200228,0.128039074,0.333333333,0.351221383,0.179487179,0,02/06/2022,50m,5,20
64,0.001,0.158343434,-0.048051922,0.083458566,0.100108642,0.25,0.609324992,0.107438017,2,02/06/2022,50m,5,20
65,0.001,0.762305556,0.703897594,0.053513618,0.065312556,0.75,0.000391662,0.692307692,0,22/03/2022,50m,5,20
66,0.001,0.733388889,0.668371856,0.080310863,0.099678518,0.75,0.000391662,0.692307692,3,22/03/2022,50m,5,20
67,0.001,0.624084416,0.530490192,0.151883999,0.188993219,0.75,0.000391662,0.678571429,0,19/04/2022,50m,5,20
68,0.001,0.399200577,0.25276773,0.101638968,0.123961299,0.416666667,0.157643676,0.236363636,3,19/04/2022,50m,5,20
69,0.001,0.703729798,0.624373725,0.089147339,0.112217679,0.75,0.003855555,0.684210526,0,05/04/2022,50m,5,20
70,0.001,0.708902958,0.633135523,0.076333072,0.095743772,0.75,0.003855555,0.686956522,3,05/04/2022,50m,5,20
71,0.001,0.217606094,0.021504019,0.071172824,0.088225528,0.305555556,0.562514688,0.151743638,0,26/05/2022,15-30-50m,5,20
72,0.001,0.218268564,0.023114816,0.061781661,0.079095878,0.361111111,0.288224629,0.20537428,3,26/05/2022,15-30-50m,5,20
73,0.001,0.325261905,0.157086987,0.118192475,0.149000154,0.083333333,0.968323648,-0.090909091,0,26/05/2022,50m,5,20
74,0.001,0.221532828,0.029193877,0.089233594,0.103975467,0.166666667,0.84161824,0.032258065,3,26/05/2022,50m,5,20
75,0.001,0.208665945,0.007862696,0.098023646,0.122371111,0.25,0.818877354,0.169230769,0,26/05/2022,15m,5,20
76,0.001,0.176073232,-0.03605895,0.102791815,0.121018014,0.166666667,0.946048574,0.0625,3,26/05/2022,15m,5,20
77,0.001,0.201330808,-0.014854361,0.112802567,0.14299278,0.083333333,0.992292653,-0.056,0,26/05/2022,30m,5,20
78,0.001,0.206580808,0.010689051,0.114560121,0.140931121,0.166666667,0.946048574,0.024390244,3,26/05/2022,30m,5,20
79,0.001,0.422573099,0.278793062,0.11639069,0.145115573,0.583333333,0.000523093,0.471365639,0,14/02/2022,15-30m,5,20
80,0.001,0.439210526,0.300333476,0.102445364,0.127238144,0.375,0.121318284,0.213973799,3,14/02/2022,15-30m,5,20
81,0.001,0.546073232,0.430025836,0.152594194,0.19297622,0.666666667,0.00278151,0.575221239,0,14/02/2022,15m,5,20
82,0.001,0.484170635,0.350633296,0.14543495,0.182436359,0.666666667,0.00278151,0.578947368,3,14/02/2022,15m,5,20
83,0.001,0.509974747,0.383351878,0.100462996,0.121459269,0.416666667,0.368479286,0.184466019,0,14/02/2022,30m,5,20
84,0.001,0.337583333,0.160439209,0.111782645,0.13796617,0.333333333,0.606925322,0.20661157,3,14/02/2022,30m,5,20
85,0.001,0.363181631,0.204651483,0.085645324,0.106918457,0.458333333,0.021338242,0.309734513,0,03/02/2022,15-30m,5,20
86,0.001,0.28154558,0.100979605,0.096293886,0.119380212,0.25,0.577844798,0.062906725,4,03/02/2022,15-30m,5,20
87,0.001,0.489015152,0.356211179,0.112455807,0.135024548,0.416666667,0.608374247,0.20754717,0,03/02/2022,30m,5,20
88,0.001,0.465772727,0.313024917,0.116530521,0.143081095,0.166666667,0.985141386,0.083969466,4,03/02/2022,30m,5,20
89,0.001,0.495260101,0.366846044,0.125897436,0.157099242,0.416666667,0.608374247,0.151515152,0,03/02/2022,15m,5,20
90,0.001,0.567255051,0.45276589,0.148937958,0.188148861,0.333333333,0.808403993,0.179487179,3,03/02/2022,15m,5,20
91,0.001,0.40769697,0.252178146,0.135850703,0.168284694,0.416666667,0.368479286,0.3,0,03/05/2022,50m,5,20
92,0.001,0.382800505,0.224433401,0.11737746,0.143352685,0.25,0.818877354,0.107438017,3,03/05/2022,50m,5,20
93,0.001,0.264315372,0.078256759,0.084051572,0.105894779,0.333333333,0.399806108,0.1670282,0,19/01/2022,15-30m,5,20
94,0.001,0.240568505,0.050693446,0.081711894,0.101730266,0.291666667,0.576594913,0.130063966,4,19/01/2022,15-30m,5,20
95,0.001,0.51597583,0.38667046,0.120513452,0.146816005,0.166666667,0.946048574,0.016393443,0,19/01/2022,30m,5,20
96,0.001,0.336117965,0.160438879,0.104240514,0.124348202,0.166666667,0.946048574,0.024390244,4,19/01/2022,30m,5,20
97,0.001,0.28590404,0.109915954,0.098132182,0.116869056,0.25,0.932866946,0.114754098,0,19/01/2022,15m,5,20
98,0.001,0.2985,0.103631014,0.126281188,0.154133804,0.25,0.932866946,0.15625,4,19/01/2022,15m,5,20
99,0.001,0.661064057,0.575552738,0.091802085,0.114760373,0.708333333,2.93E-05,0.628318584,0,09/03/2022,15-30m,5,20
100,0.001,0.670345029,0.587234597,0.09960077,0.124504338,0.541666667,0.008934271,0.410714286,3,09/03/2022,15-30m,5,20
101,0.001,0.545964646,0.431373236,0.091554396,0.111070083,0.5,0.177722456,0.357142857,0,09/03/2022,15m,5,20
102,0.001,0.517631313,0.401256147,0.06031478,0.073781193,0.666666667,0.018758432,0.578947368,2,09/03/2022,15m,5,20
103,0.001,0.545300505,0.421096986,0.081889666,0.100164089,0.416666667,0.368479286,0.269565217,0,09/03/2022,30m,5,20
104,0.001,0.579878788,0.467236004,0.064652252,0.079263391,0.416666667,0.368479286,0.305785124,2,09/03/2022,30m,5,20
105,0.001,0.270611111,0.089103091,0.108995845,0.13100219,0.166666667,0.84161824,-0.025641026,0,02/06/2022,50m,5,20
106,0.001,0.236916667,0.045511502,0.109557243,0.138374544,0.166666667,0.84161824,-0.081081081,2,02/06/2022,50m,5,20
107,0.001,0.636660173,0.532396991,0.063207937,0.075403129,0.416666667,0.608374247,0.256637168,0,22/03/2022,50m,5,20
108,0.001,0.649772727,0.548791609,0.065945183,0.077869422,0.583333333,0.189264302,0.454545455,2,22/03/2022,50m,5,20
109,0.001,0.557308081,0.445140775,0.115615054,0.143294959,0.583333333,0.387207031,0.423076923,0,19/04/2022,50m,5,20
110,0.001,0.38419697,0.217598226,0.087831492,0.113958121,0.416666667,0.806152344,0.333333333,3,19/04/2022,50m,5,20
111,0.001,0.722444444,0.653032897,0.091651514,0.114117393,0.833333333,0.000543804,0.785714286,0,05/04/2022,50m,5,20
112,0.001,0.748111111,0.683564311,0.060386067,0.077777402,0.75,0.003855555,0.684210526,3,05/04/2022,50m,5,20
113,0.001,0.237009483,0.047269331,0.078709809,0.097414451,0.305555556,0.157659511,0.130434783,0,26/05/2022,15-30-50m,5,20
114,0.001,0.262514284,0.078227519,0.082115364,0.10181349,0.222222222,0.564888654,0.019455253,3,26/05/2022,15-30-50m,5,20
115,0.001,0.241409091,0.054183698,0.113726387,0.143852211,0.416666667,0.368479286,0.25,0,26/05/2022,50m,5,20
116,0.001,0.188664141,-0.013991034,0.100748775,0.126445,0.416666667,0.368479286,0.214953271,3,26/05/2022,50m,5,20
117,0.001,0.275808081,0.075856192,0.112504538,0.139765372,0.25,0.932866946,0.068965517,0,26/05/2022,15m,5,20
118,0.001,0.29009596,0.104529807,0.102351953,0.120881825,0.083333333,0.998447608,0.007518797,3,26/05/2022,15m,5,20
119,0.001,0.206361111,0.007931442,0.11442879,0.14021285,0.166666667,0.84161824,-0.016949153,0,26/05/2022,30m,5,20
120,0.001,0.257388889,0.071353092,0.11231962,0.142177358,0.166666667,0.84161824,-0.052631579,3,26/05/2022,30m,5,20
121,0.001,0.477252396,0.344504062,0.102982465,0.129432624,0.458333333,0.140060596,0.303571429,0,14/02/2022,15-30m,5,20
122,0.001,0.49070458,0.360317,0.099768965,0.125318095,0.291666667,0.73681787,0.128205128,3,14/02/2022,15-30m,5,20
123,0.001,0.555337302,0.443984422,0.179743539,0.221649711,0.666666667,0.00278151,0.58974359,0,14/02/2022,15m,5,20
124,0.001,0.417191558,0.266778845,0.130357803,0.162463847,0.666666667,0.00278151,0.58974359,3,14/02/2022,15m,5,20
125,0.001,0.452332973,0.307443869,0.093629533,0.113068577,0.416666667,0.368479286,0.328,0,14/02/2022,30m,5,20
126,0.001,0.345494949,0.180185685,0.112927911,0.133990529,0.166666667,0.946048574,0.04,3,14/02/2022,30m,5,20
127,0.001,0.361169591,0.200237395,0.095900255,0.119602657,0.291666667,0.576594913,0.124463519,0,03/02/2022,15-30m,5,20
128,0.001,0.385809942,0.230557139,0.096664626,0.120950858,0.291666667,0.576594913,0.122580645,3,03/02/2022,15-30m,5,20
129,0.001,0.414926768,0.26132381,0.119726149,0.153585619,0.166666667,0.985141386,0.047619048,0,03/02/2022,30m,5,20
130,0.001,0.323755051,0.153312566,0.109386069,0.134615863,0.416666667,0.608374247,0.222222222,4,03/02/2022,30m,5,20
131,0.001,0.439294733,0.299075081,0.113994879,0.142133948,0.583333333,0.014252782,0.495798319,0,03/02/2022,15m,5,20
132,0.001,0.402063131,0.253174359,0.110606212,0.137337475,0.583333333,0.014252782,0.469026549,3,03/02/2022,15m,5,20
133,0.001,0.366414141,0.20419528,0.126850544,0.157394888,0.5,0.177722456,0.351351351,0,03/05/2022,50m,5,20
134,0.001,0.368671717,0.220498207,0.106169903,0.126250235,0.416666667,0.368479286,0.222222222,3,03/05/2022,50m,5,20
135,0.001,0.278822815,0.089961849,0.093010052,0.115703174,0.208333333,0.940648786,0.029787234,0,19/01/2022,15-30m,5,20
136,0.001,0.248976238,0.057339484,0.082152871,0.104203162,0.208333333,0.940648786,0.069387755,4,19/01/2022,15-30m,5,20
137,0.001,0.265868687,0.085300953,0.127653818,0.15421757,0.416666667,0.368479286,0.243243243,0,19/01/2022,30m,5,20
138,0.001,0.277133478,0.098429443,0.102755429,0.126985347,0.583333333,0.06644764,0.439252336,4,19/01/2022,30m,5,20
139,0.001,0.434305556,0.291519363,0.13513408,0.165006646,0.416666667,0.157643676,0.275862069,0,19/01/2022,15m,5,20
140,0.001,0.2835,0.102988465,0.089089298,0.110297505,0.416666667,0.157643676,0.275862069,4,19/01/2022,15m,5,20
141,0.001,0.584950219,0.479760089,0.089103528,0.110511432,0.833333333,5.75E-08,0.785714286,0,09/03/2022,15-30m,5,20
142,0.001,0.607365006,0.506472536,0.083382005,0.104689263,0.916666667,2.42E-10,0.892857143,3,09/03/2022,15-30m,5,20
143,0.001,0.596949495,0.485904715,0.084321266,0.103596428,0.333333333,0.808403993,0.25,0,09/03/2022,15m,5,20
144,0.001,0.604959596,0.496773917,0.072220898,0.089293842,0.416666667,0.608374247,0.31147541,2,09/03/2022,15m,5,20
145,0.001,0.485194444,0.360158827,0.086661968,0.103680822,0.583333333,0.014252782,0.47826087,0,09/03/2022,30m,5,20
146,0.001,0.531111111,0.416062897,0.071869552,0.087122803,0.583333333,0.014252782,0.487179487,2,09/03/2022,30m,5,20
147,0.001,0.283260101,0.092294892,0.109649561,0.131089556,0.083333333,0.992292653,-0.039370079,0,02/06/2022,50m,5,20
148,0.001,0.189275253,-0.031216983,0.090025461,0.112802913,0.083333333,0.992292653,-0.023255814,2,02/06/2022,50m,5,20
149,0.001,0.758444444,0.69863858,0.065061963,0.079719167,0.75,0.000391662,0.689655172,0,22/03/2022,50m,5,20
150,0.001,0.747722222,0.684759699,0.071875387,0.090187297,0.75,0.000391662,0.692307692,2,22/03/2022,50m,5,20
151,0.001,0.641068182,0.548887212,0.098264482,0.119862049,0.75,0.020559498,0.663551402,0,19/04/2022,50m,5,20
152,0.001,0.409580808,0.261054912,0.104840021,0.127605308,0.25,0.932866946,-0.038461538,3,19/04/2022,50m,5,20
153,0.001,0.732997475,0.663809756,0.069727794,0.088395986,0.666666667,0.018758432,0.593220339,0,05/04/2022,50m,5,20
154,0.001,0.747343434,0.683021027,0.051490269,0.064456729,0.666666667,0.018758432,0.593220339,4,05/04/2022,50m,5,20
155,0.001,0.245449191,0.05620534,0.072049252,0.089795814,0.333333333,0.282139574,0.153770813,0,26/05/2022,15-30-50m,5,20
156,0.001,0.253554346,0.065325656,0.07784913,0.097809244,0.277777778,0.562939325,0.091262136,3,26/05/2022,15-30-50m,5,20
157,0.001,0.27888456,0.08630013,0.11999506,0.139577463,0.166666667,0.946048574,-0.052631579,0,26/05/2022,50m,5,20
158,0.001,0.25315404,0.047143804,0.102409652,0.126873976,0.083333333,0.992292653,-0.109243697,3,26/05/2022,50m,5,20
159,0.001,0.234086941,0.043155269,0.120314011,0.143019522,0,1,-0.285714286,0,26/05/2022,15m,5,20
160,0.001,0.329066739,0.150994283,0.105040258,0.127449023,0.083333333,0.992292653,-0.1,3,26/05/2022,15m,5,20
161,0.001,0.115189394,-0.098901337,0.086277825,0.113945634,0,1,-0.161290323,0,26/05/2022,30m,5,20
162,0.001,0.275455711,0.081555794,0.116523194,0.150537912,0.25,0.932866946,0.035714286,3,26/05/2022,30m,5,20
163,0.001,0.438068922,0.296070961,0.101712748,0.126761842,0.5,0.067658779,0.392405063,0,14/02/2022,15-30m,5,20
164,0.001,0.441579365,0.299179793,0.0984266,0.121887835,0.458333333,0.140060596,0.326133909,3,14/02/2022,15-30m,5,20
165,0.001,0.550987374,0.41646658,0.105688021,0.131482913,0.25,0.932866946,0.181818182,0,14/02/2022,15m,5,20
166,0.001,0.431272727,0.26911302,0.106775734,0.133862571,0.166666667,0.985141386,0.090909091,3,14/02/2022,15m,5,20
167,0.001,0.407207071,0.259917272,0.110889882,0.137218202,0.666666667,0.018758432,0.571428571,0,14/02/2022,30m,5,20
168,0.001,0.281695527,0.10727747,0.112490992,0.139615283,0.25,0.818877354,0.035714286,2,14/02/2022,30m,5,20
169,0.001,0.356564327,0.195326661,0.093519968,0.116258548,0.416666667,0.054664922,0.258278146,0,03/02/2022,15-30m,5,20
170,0.001,0.365818713,0.205489098,0.105578502,0.12963654,0.291666667,0.392587662,0.111111111,3,03/02/2022,15-30m,5,20
171,0.001,0.420888889,0.2731055,0.100824695,0.125030057,0.5,0.054402232,0.368421053,0,03/02/2022,30m,5,20
172,0.001,0.298027778,0.126344902,0.109488215,0.135031156,0.416666667,0.157643676,0.269565217,4,03/02/2022,30m,5,20
173,0.001,0.510888889,0.39119753,0.109034094,0.135521486,0.5,0.054402232,0.389830508,0,03/02/2022,15m,5,20
174,0.001,0.57725,0.472366822,0.111119314,0.137123168,0.333333333,0.351221383,0.179487179,3,03/02/2022,15m,5,20
175,0.001,0.409962121,0.258064581,0.11767568,0.143384762,0.416666667,0.368479286,0.243243243,0,03/05/2022,50m,5,20
176,0.001,0.317368687,0.144628359,0.08974782,0.111818562,0.416666667,0.368479286,0.256637168,3,03/05/2022,50m,5,20
177,0.001,0.321844685,0.146715829,0.094813844,0.119000668,0.208333333,0.871612155,0.05,0,19/01/2022,15-30m,5,20
178,0.001,0.304772421,0.129194383,0.09819179,0.120102937,0.375,0.245115903,0.208791209,4,19/01/2022,15-30m,5,20
179,0.001,0.370419192,0.199330778,0.117200723,0.145869529,0.25,0.932866946,0.149606299,0,19/01/2022,30m,5,20
180,0.001,0.283454545,0.093248873,0.108806799,0.133552224,0.25,0.932866946,0.052631579,4,19/01/2022,30m,5,20
181,0.001,0.420502525,0.27631501,0.107551084,0.131520172,0.5,0.177722456,0.409836066,0,19/01/2022,15m,5,20
182,0.001,0.522174964,0.399189415,0.12784091,0.160425358,0.333333333,0.606925322,0.150442478,4,19/01/2022,15m,5,20
183,0.001,0.68611502,0.604824053,0.095340372,0.120113927,0.625,0.003229781,0.52,0,09/03/2022,15-30m,5,20
184,0.001,0.656860074,0.567845607,0.088514759,0.110701075,0.708333333,0.000192837,0.628318584,3,09/03/2022,15-30m,5,20
185,0.001,0.512782828,0.384673627,0.092537499,0.114285019,0.5,0.177722456,0.368421053,0,09/03/2022,15m,5,20
186,0.001,0.552833333,0.439431789,0.070556786,0.089046204,0.5,0.177722456,0.368421053,3,09/03/2022,15m,5,20
187,0.001,0.565952381,0.446658843,0.092906945,0.1105206,0.5,0.177722456,0.357142857,0,09/03/2022,30m,5,20
188,0.001,0.614010462,0.509879945,0.070661424,0.081272487,0.5,0.177722456,0.409836066,2,09/03/2022,30m,5,20
189,0.001,0.228010101,0.046700894,0.093927734,0.117352614,0.333333333,0.351221383,0.111111111,0,02/06/2022,50m,5,20
190,0.001,0.199722222,0.007875222,0.10258493,0.129444115,0.25,0.609324992,0.068965517,2,02/06/2022,50m,5,20
191,0.001,0.650323232,0.549203277,0.069742139,0.081302879,0.25,0.818877354,0.175572519,0,22/03/2022,50m,5,20
192,0.001,0.670040404,0.574124645,0.052784881,0.058800233,0.25,0.818877354,0.175572519,3,22/03/2022,50m,5,20
193,0.001,0.562583333,0.451380934,0.158574165,0.197886721,0.75,0.000391662,0.684210526,0,19/04/2022,50m,5,20
194,0.001,0.378866162,0.222106147,0.113679779,0.138511393,0.5,0.054402232,0.333333333,3,19/04/2022,50m,5,20
195,0.001,0.616161616,0.50868907,0.103623871,0.127760925,0.833333333,0.019287109,0.76,0,05/04/2022,50m,5,20
196,0.001,0.675969697,0.580864697,0.047026694,0.054795499,0.416666667,0.806152344,0.31147541,4,05/04/2022,50m,5,20
197,0.001,0.282356322,0.102353365,0.081030331,0.100539787,0.222222222,0.710294158,0.040913416,0,26/05/2022,15-30-50m,5,20
198,0.001,0.235604178,0.043083459,0.065171511,0.081560131,0.166666667,0.916533452,-0.024667932,3,26/05/2022,15-30-50m,5,20
199,0.001,0.324964646,0.147449779,0.137968955,0.167197135,0,1,-0.210084034,0,26/05/2022,50m,5,20
200,0.001,0.358462121,0.192615046,0.116294504,0.145765452,0.083333333,0.992292653,-0.128205128,3,26/05/2022,50m,5,20
201,0.001,0.212227273,0.003893316,0.128906595,0.152842388,0.166666667,0.985141386,0.083969466,0,26/05/2022,15m,5,20
202,0.001,0.29159596,0.106866295,0.12897838,0.163390708,0,1,-0.274336283,3,26/05/2022,15m,5,20
203,0.001,0.162878788,-0.046227139,0.106332848,0.135402469,0.166666667,0.946048574,-0.061946903,0,26/05/2022,30m,5,20
204,0.001,0.215126263,0.016072207,0.107360149,0.137812464,0.166666667,0.946048574,-0.111111111,3,26/05/2022,30m,5,20
205,0.001,0.519765296,0.397785804,0.123097587,0.155480426,0.375,0.405533926,0.205298013,0,14/02/2022,15-30m,5,20
206,0.001,0.440795911,0.299229177,0.105550227,0.132919059,0.625,0.003229781,0.513513514,3,14/02/2022,15-30m,5,20
207,0.001,0.514222222,0.396313789,0.114493738,0.138724651,0.5,0.177722456,0.368421053,0,14/02/2022,15m,5,20
208,0.001,0.49809596,0.37193874,0.117666189,0.144284012,0.666666667,0.018758432,0.582608696,3,14/02/2022,15m,5,20
209,0.001,0.563479798,0.446607742,0.121825302,0.152118568,0.5,0.177722456,0.357142857,0,14/02/2022,30m,5,20
210,0.001,0.32219697,0.140540032,0.119350558,0.146995088,0.166666667,0.946048574,-0.132075472,3,14/02/2022,30m,5,20
211,0.001,0.383105705,0.228147169,0.095522523,0.120169051,0.25,0.577844798,0.054704595,0,03/02/2022,15-30m,5,20
212,0.001,0.345757482,0.183018079,0.105109888,0.129435398,0.458333333,0.021338242,0.333333333,3,03/02/2022,15-30m,5,20
213,0.001,0.465799423,0.323634864,0.124027186,0.152485934,0.416666667,0.157643676,0.282051282,0,03/02/2022,30m,5,20
214,0.001,0.324474026,0.15020604,0.102638197,0.12726553,0.333333333,0.351221383,0.157894737,3,03/02/2022,30m,5,20
215,0.001,0.450020202,0.31364958,0.111181824,0.134954841,0.666666667,0.00278151,0.571428571,0,03/02/2022,15m,5,20
216,0.001,0.44764899,0.312573955,0.100033526,0.119667418,0.5,0.054402232,0.357142857,3,03/02/2022,15m,5,20
