"","mincriterion","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"737",0.05,0.661928571,0.569370937,0.195997857,0.245897604,0.583333333,0.06644764,0.504132231,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"738",0.05,0.790666667,0.73110661,0.110486121,0.142152469,0.666666667,0.018758432,0.593220339,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"739",0.05,0.715666667,0.640340264,0.134482005,0.169008544,0.666666667,0.018758432,0.567567568,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"740",0.05,0.536833333,0.424767398,0.187805793,0.22770367,0.416666667,0.368479286,0.222222222,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"741",0.05,0.7235,0.651620879,0.113140433,0.138170271,0.833333333,0.000543804,0.781818182,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"742",0.05,0.727,0.655897436,0.10454809,0.131452906,0.75,0.003855555,0.678571429,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"743",0.05,0.256415293,0.064376476,0.09628455,0.121177451,0.166666667,0.916533452,-0.015992474,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"744",0.05,0.273744963,0.090753764,0.104875402,0.13242323,0.222222222,0.710294158,0.04,4,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"745",0.05,0.328333333,0.151620879,0.146881156,0.184744983,0.333333333,0.351221383,0.193277311,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"746",0.05,0.269,0.089119048,0.158397913,0.194921554,0.083333333,0.968323648,-0.147826087,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"747",0.05,0.178,-0.008928571,0.070467415,0.044939491,0.166666667,0.84161824,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"748",0.05,0.2475,0.058997253,0.155436011,0.18824146,0.25,0.609324992,0.076923077,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"749",0.05,0.221166667,0.018169649,0.150604003,0.189631524,0.333333333,0.606925322,0.142857143,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"750",0.05,0.2745,0.08083678,0.158900808,0.204007059,0.166666667,0.946048574,-0.025641026,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"751",0.05,0.493664141,0.361569662,0.15662206,0.19701383,0.458333333,0.06193796,0.337579618,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"752",0.05,0.464765152,0.331355639,0.145764829,0.179997718,0.291666667,0.576594913,0.118790497,4,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"753",0.05,0.681333333,0.596045324,0.151762559,0.189841284,0.5,0.054402232,0.389830508,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"754",0.05,0.565,0.45280196,0.177959188,0.220733971,0.583333333,0.014252782,0.47826087,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"755",0.05,0.5535,0.442274725,0.178836729,0.219377167,0.666666667,0.00278151,0.578947368,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"756",0.05,0.351833333,0.186318681,0.162987936,0.202542404,0.5,0.054402232,0.384615385,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"757",0.05,0.328399351,0.162355628,0.119270357,0.146976257,0.333333333,0.399806108,0.159737418,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"758",0.05,0.368664141,0.208393463,0.117415847,0.147530406,0.375,0.245115903,0.2,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"759",0.05,0.4735,0.338836996,0.183877292,0.231853066,0.583333333,0.014252782,0.473684211,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"760",0.05,0.3085,0.136403846,0.151099506,0.185366231,0.416666667,0.157643676,0.25,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"761",0.05,0.5885,0.480705128,0.198460616,0.252566855,0.333333333,0.351221383,0.157894737,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"762",0.05,0.5965,0.490531136,0.193486747,0.245734001,0.583333333,0.014252782,0.487179487,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"763",0.05,0.493166667,0.356116058,0.150496653,0.187584793,0.333333333,0.606925322,0.193277311,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"764",0.05,0.365666667,0.204895938,0.212526093,0.259478789,0.25,0.818877354,0.035714286,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"765",0.05,0.315825758,0.141265968,0.119787144,0.150012809,0.375,0.405533926,0.207048458,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"766",0.05,0.292214646,0.112709597,0.128782692,0.158424394,0.25,0.861746496,0.090526316,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"767",0.05,0.478738095,0.340919547,0.196418042,0.23908524,0.166666667,0.946048574,0.032258065,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"768",0.05,0.374952381,0.214015131,0.173812153,0.206611128,0.416666667,0.368479286,0.3,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"769",0.05,0.436166667,0.291602754,0.185834711,0.231281498,0.25,0.609324992,0.084745763,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"770",0.05,0.444166667,0.301530019,0.196523874,0.244257256,0.333333333,0.351221383,0.20661157,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"771",0.05,0.640027778,0.54867339,0.139125349,0.174118575,0.75,3.89e-07,0.68627451,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"772",0.05,0.703685065,0.628344281,0.122433393,0.152967208,0.708333333,3.08e-06,0.635574837,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"773",0.05,0.681666667,0.595599159,0.127667937,0.157617985,0.916666667,4.7e-05,0.889908257,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"774",0.05,0.666833333,0.573230805,0.141312093,0.181568991,0.666666667,0.018758432,0.563636364,3,"09/03/2022","15m",10,10,"cv1010","8020split"
"775",0.05,0.6065,0.507147436,0.161379001,0.194642785,0.666666667,0.00278151,0.582608696,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"776",0.05,0.606166667,0.505906593,0.14609882,0.182707654,0.583333333,0.014252782,0.482758621,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"777",0.05,0.273690476,0.092980742,0.149113974,0.174015075,0.416666667,0.368479286,0.263157895,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"778",0.05,0.273833333,0.082615318,0.166232684,0.201793535,0.25,0.818877354,0.1,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"779",0.05,0.703166667,0.623277336,0.171490708,0.218242878,0.583333333,0.06644764,0.5,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"780",0.05,0.750833333,0.683886772,0.122024059,0.152846223,0.916666667,4.7e-05,0.892857143,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"781",0.05,0.661166667,0.570585438,0.150719468,0.18935126,0.75,0.000391662,0.694915254,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"782",0.05,0.450333333,0.313194133,0.184150002,0.225072915,0.416666667,0.157643676,0.31147541,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"783",0.05,0.722,0.649703221,0.130092775,0.15958616,0.75,0.003855555,0.660377358,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"784",0.05,0.726,0.651282446,0.113542093,0.146621673,0.583333333,0.06644764,0.444444444,3,"05/04/2022","50m",10,10,"cv1010","8020split"
"785",0.05,0.252270066,0.058326337,0.102010447,0.127762015,0.194444444,0.990821572,0.044830741,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"786",0.05,0.257792582,0.06056287,0.089010423,0.112978979,0.305555556,0.805907508,0.174311927,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"787",0.05,0.282,0.09,0.145676178,0.180674009,0.166666667,0.84161824,0,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"788",0.05,0.2305,0.036888278,0.145452099,0.182126698,0.166666667,0.84161824,-0.052631579,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"789",0.05,0.232833333,-0.002955378,0.122530717,0.137139256,0,1,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"790",0.05,0.245166667,0.049147008,0.160321909,0.177994172,0.25,0.818877354,0.060869565,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"791",0.05,0.265166667,0.07794668,0.156402726,0.194859334,0.083333333,0.992292653,-0.128205128,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"792",0.05,0.223333333,0.03479285,0.177619879,0.221521777,0.333333333,0.606925322,0.127272727,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"793",0.05,0.534439394,0.414297973,0.130460261,0.163400995,0.458333333,0.021338242,0.331905782,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"794",0.05,0.445979798,0.305285562,0.137381688,0.172770212,0.458333333,0.021338242,0.333333333,4,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"795",0.05,0.679,0.599093407,0.1249606,0.155705147,0.666666667,0.00278151,0.58974359,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"796",0.05,0.513833333,0.390421245,0.142725888,0.178516903,0.5,0.054402232,0.379310345,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"797",0.05,0.508833333,0.369974542,0.14314597,0.179788312,0.583333333,0.06644764,0.5,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"798",0.05,0.345,0.172934338,0.173730767,0.211877595,0.25,0.818877354,0.1,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"799",NA,0.319325758,0.143973387,0.132621032,0.166530927,0.5,0.416964572,0.317535545,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"800",NA,0.260340909,0.069338978,0.111822037,0.146496521,0.416666667,0.728866946,0.254988914,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"801",NA,0.442666667,0.293546524,0.173404544,0.217483099,0.416666667,0.157643676,0.263157895,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"802",NA,0.277833333,0.094789632,0.164157117,0.199883451,0.416666667,0.157643676,0.294117647,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"803",NA,0.597833333,0.487263916,0.173975355,0.215987736,0.333333333,0.606925322,0.267175573,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"804",NA,0.507166667,0.376172068,0.191357238,0.238501125,0.333333333,0.606925322,0.25,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"805",NA,0.454833333,0.309437813,0.152555762,0.187327092,0.416666667,0.157643676,0.317073171,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"806",NA,0.349833333,0.181114978,0.194155557,0.241484246,0.416666667,0.157643676,0.288135593,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"807",NA,0.279437951,0.096325049,0.119092554,0.150971986,0.25,0.743562119,0.1,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"808",NA,0.36029798,0.201519196,0.132476202,0.164359718,0.375,0.245115903,0.253112033,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"809",NA,0.414,0.253676549,0.175005531,0.228923262,0.5,0.379768823,0.265306122,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"810",NA,0.332666667,0.160824006,0.190794311,0.236636651,0.5,0.379768823,0.300970874,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"811",NA,0.311166667,0.133625348,0.163626395,0.207168961,0.25,0.609324992,0.044247788,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"812",NA,0.526166667,0.401912629,0.190946238,0.236100311,0.583333333,0.014252782,0.473684211,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"813",NA,0.740632035,0.674481962,0.12847065,0.160954488,0.583333333,0.000523093,0.484978541,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"814",NA,0.657753968,0.571522878,0.135553063,0.170183867,0.666666667,2.02e-05,0.587982833,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"815",NA,0.607809524,0.501800994,0.168633716,0.206961207,0.75,0.003855555,0.689655172,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"816",NA,0.51802381,0.390336644,0.163104675,0.200427204,0.666666667,0.018758432,0.575221239,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"817",NA,0.563714286,0.438616893,0.146925834,0.178003127,0.333333333,0.606925322,0.25,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"818",NA,0.543380952,0.42279818,0.163821513,0.195131419,0.833333333,0.000543804,0.769230769,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"819",NA,0.223690476,0.02891247,0.128417405,0.148265091,0.333333333,0.808403993,0.142857143,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"820",NA,0.24502381,0.043029748,0.193538128,0.2336677,0.166666667,0.985141386,0.083969466,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"821",NA,0.623904762,0.518018034,0.18035677,0.230106129,0.75,0.020559498,0.672727273,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"822",NA,0.761142857,0.691970109,0.117623458,0.149948308,0.666666667,0.072628882,0.567567568,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"823",NA,0.61702381,0.509010062,0.14120918,0.170333285,0.833333333,0.004029535,0.741935484,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"824",NA,0.508357143,0.367668412,0.205502061,0.261294306,0.583333333,0.189264302,0.318181818,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"825",NA,0.787833333,0.726325864,0.119784107,0.154436624,0.666666667,0.018758432,0.596638655,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"826",NA,0.777,0.71252424,0.129809928,0.166260702,0.666666667,0.018758432,0.596638655,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"827",NA,0.235934982,0.044972022,0.091212826,0.112146918,0.222222222,0.900561072,-0.003984064,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"828",NA,0.246244505,0.055338454,0.106628087,0.131634745,0.138888889,0.994118557,-0.090909091,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"829",NA,0.2825,0.101245421,0.175,0.217774737,0.25,0.609324992,0.052631579,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"830",NA,0.2995,0.114294872,0.136791333,0.173554826,0,1,-0.230769231,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"831",NA,0.191166667,-0.010391044,0.12544992,0.160695775,0.166666667,0.946048574,0.024390244,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"832",NA,0.156333333,-0.044398657,0.142956203,0.17450883,0.166666667,0.946048574,-0.016949153,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"833",NA,0.158833333,-0.055214152,0.130169858,0.15894833,0.333333333,0.606925322,0.094339623,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"834",NA,0.283166667,0.10081685,0.134182795,0.163543474,0.333333333,0.606925322,0.127272727,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"835",NA,0.510161616,0.386208255,0.157392381,0.199205012,0.458333333,0.06193796,0.341772152,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"836",NA,0.423873737,0.276837735,0.121761831,0.152454313,0.416666667,0.13187863,0.258278146,4,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"837",NA,0.613333333,0.516630037,0.142881992,0.175182331,0.833333333,3.76e-05,0.785714286,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"838",NA,0.516,0.392701465,0.155373631,0.194419026,0.5,0.054402232,0.394957983,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"839",NA,0.469166667,0.33495497,0.161474251,0.196759114,0.416666667,0.368479286,0.269565217,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"840",NA,0.328166667,0.154910758,0.137246757,0.163846069,0.333333333,0.606925322,0.157894737,3,"14/02/2022","30m",10,10,"cv1010","8020split"
