"","mtry","date","alt","PC","OOB","X35","X70","X140","X280","X560","Accuracy_test","AccuracyPValue_test","Kappa_test","split"
"266",4,"19/01/2022","15m",0,0.571428571,0.625,1,0.444444444,0.75,0.2,0.277777778,0.588592566,0.103448276,"7030split"
"267",4,"19/01/2022","15m",0,0.714285714,0.7,0.833333333,0.857142857,0.9,0.333333333,0.5,0.107602386,0.381679389,"7030split"
"268",4,"19/01/2022","15m",0,0.5,0.875,0.625,0.5,0.5,0.1,0.333333333,0.193147777,0.162790698,"7030split"
"269",4,"19/01/2022","15m",0,0.5,0.8,0.555555556,0.444444444,0.6,0.222222222,0.333333333,0.762512238,0.169230769,"7030split"
"270",4,"19/01/2022","15m",0,0.571428571,0.625,0.454545455,1,0.666666667,0.25,0.333333333,0.587757394,0.175572519,"7030split"
"271",4,"03/02/2022","15m",0,0.404761905,0.625,1,0.333333333,0.125,0.1,0.5,0.037600683,0.381679389,"7030split"
"272",4,"03/02/2022","15m",0,0.380952381,0.555555556,0.857142857,0.181818182,0.428571429,0,0.5,0.037600683,0.359683794,"7030split"
"273",4,"03/02/2022","15m",0,0.476190476,0.555555556,0.833333333,0.666666667,0.375,0.1,0.722222222,0.000852596,0.644268775,"7030split"
"274",4,"03/02/2022","15m",0,0.452380952,1,0.875,0.428571429,0.1,0.1,0.333333333,0.382487831,0.149606299,"7030split"
"275",4,"03/02/2022","15m",0,0.404761905,0.5,1,0.4,0.2,0.125,0.555555556,0.043348066,0.450381679,"7030split"
"276",4,"03/02/2022","15m",0,0.452380952,0.6,0.75,0.428571429,0.375,0.111111111,0.5,0.037600683,0.386363636,"7030split"
"277",4,"03/02/2022","15m",0,0.595238095,1,0.888888889,0.5,0.444444444,0.142857143,0.722222222,0.000113749,0.652509653,"7030split"
"278",4,"03/02/2022","15m",0,0.285714286,0.444444444,0.428571429,0.444444444,0.125,0,0.444444444,0.097489527,0.307692308,"7030split"
"279",4,"03/02/2022","15m",0,0.5,0.555555556,0.625,0.75,0.625,0,0.722222222,8.73e-06,0.6484375,"7030split"
"280",4,"03/02/2022","15m",0,0.357142857,0.571428571,0.75,0.25,0.2,0.111111111,0.444444444,0.097489527,0.296875,"7030split"
"281",4,"14/02/2022","15m",0,0.428571429,0.777777778,0.6,0.125,0.222222222,0.333333333,0.722222222,0.000852596,0.642857143,"7030split"
"282",4,"14/02/2022","15m",0,0.357142857,0.833333333,0.4,0.333333333,0.285714286,0.1,0.611111111,0.014433622,0.520912548,"7030split"
"283",4,"14/02/2022","15m",0,0.261904762,0.571428571,0.571428571,0.083333333,0.142857143,0.111111111,0.388888889,0.210733886,0.238461538,"7030split"
"284",4,"14/02/2022","15m",0,0.285714286,1,0.333333333,0,0.111111111,0.1,0.555555556,0.01200716,0.433070866,"7030split"
"285",4,"14/02/2022","15m",0,0.30952381,0.25,1,0.285714286,0.3,0.083333333,0.5,0.231971116,0.330578512,"7030split"
